RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
55,56,Kevin Na,80,0.193,12.574,65
56,57,John Daly,50,0.192,7.294,38
57,61,Richard Lee,71,0.189,10.775,57
58,59,Dustin Johnson,70,0.185,9.8,53
59,53,Colt Knost,79,0.184,12.305,67
60,58,Harris English,98,0.175,15.234,87
61,62,John Huh,99,0.167,14.226,85
62,63,Pat Perez,81,0.16,11.008,69
63,74,Stuart Appleby,75,0.154,9.991,65
64,64,Jason Dufner,83,0.153,9.777,64
65,96,Edward Loar,59,0.145,6.217,43
66,73,Brendon de Jonge,115,0.144,14.688,102
67,65,Seung-Yul Noh,105,0.142,12.086,85
68,T70,Troy Matteson,100,0.136,11.303,83
69,68,Steve Stricker,73,0.134,7.24,54
70,T70,Brian Harman,101,0.132,11.582,88
71,66,Dicky Pride,62,0.13,6.391,49
72,72,Sangmoon Bae,81,0.128,7.288,57
73,69,Tommy Gainey,98,0.113,10.183,90
74,,Henrik Stenson,51,0.105,4.416,42
T75,T75,Bill Haas,79,0.103,6.304,61
T75,T75,Ian Poulter,57,0.103,3.932,38
77,60,Cameron Tringale,88,0.102,7.855,77
78,77,Martin Laird,77,0.099,5.356,54
79,T80,Matt Every,80,0.096,6.173,64
80,67,Erik Compton,81,0.092,5.862,64
81,78,Charl Schwartzel,56,0.084,3.365,40
82,79,Chris Couch,61,0.083,4.491,54
83,89,Chris Stroud,86,0.082,6.117,75
84,82,Bob Estes,78,0.074,4.782,65
85,T90,"Ted Potter, Jr.",77,0.073,4.427,61
86,T86,Bud Cauley,99,0.065,5.957,91
87,92,Davis Love III,64,0.063,3.299,52
88,88,Rory McIlroy,60,0.058,2.336,40
89,83,Charles Howell III,98,0.054,4.174,77
90,T80,Sung Kang,75,0.051,3.134,62
91,T90,Troy Kelly,68,0.05,2.529,51
92,94,Roberto Castro,92,0.048,3.583,75
T93,T86,Danny Lee,74,0.04,2.366,59
T93,85,Steve Wheatcroft,56,0.04,1.675,42
95,95,John Senden,81,0.039,2.436,62
96,93,Vaughn Taylor,81,0.031,1.961,64
97,97,Harrison Frazar,56,0.023,1.124,48
98,103,Kyle Reifers,86,0.021,1.544,74
99,98,Hunter Haas,69,0.011,0.571,52
100,T99,Garth Mulroy,59,0.01,0.45,46
101,84,Russell Knox,72,0.0,0.011,56
102,101,Louis Oosthuizen,65,-0.004,-0.212,49
103,107,Rocco Mediate,70,-0.012,-0.702,58
104,102,Padraig Harrington,67,-0.02,-0.913,45
105,104,Nick Watney,97,-0.028,-2.103,76
106,113,John Rollins,81,-0.034,-2.404,71
107,106,Jhonattan Vegas,77,-0.035,-2.424,69
108,T99,Jason Bohn,81,-0.037,-2.434,66
109,108,Ernie Els,80,-0.05,-3.28,65
110,112,Daniel Summerhays,81,-0.053,-3.6,68
T111,125,Kevin Streelman,89,-0.054,-4.144,77
T111,109,J.J. Henry,93,-0.054,-3.859,71
113,110,J.B. Holmes,90,-0.057,-4.454,78
114,114,Billy Horschel,63,-0.068,-3.258,48
T115,126,Jerry Kelly,84,-0.077,-5.595,73
T115,111,Gary Christian,91,-0.077,-5.779,75
117,116,John Mallinger,74,-0.086,-5.437,63
118,136,Matt Jones,53,-0.09,-3.98,44
119,117,Mark Wilson,84,-0.102,-6.952,68
120,105,J.J. Killeen,101,-0.107,-9.012,84
T121,T119,Hunter Mahan,88,-0.109,-7.0,64
T121,127,D.A. Points,88,-0.109,-8.759,80
123,124,Brendan Steele,77,-0.112,-7.199,64
124,T119,Chris DiMarco,83,-0.113,-8.109,72
125,122,Tim Clark,60,-0.121,-6.049,50
T126,129,Trevor Immelman,76,-0.122,-6.943,57
T126,123,Justin Rose,69,-0.122,-6.468,53
128,121,Jeff Maggert,83,-0.127,-9.933,78
129,145,Mark Anderson,75,-0.133,-8.095,61
130,128,Adam Scott,59,-0.138,-5.66,41
131,130,David Toms,60,-0.141,-6.185,44
132,132,Freddie Jacobson,61,-0.145,-6.384,44
133,115,Patrick Sheehan,58,-0.149,-6.535,44
134,131,Rod Pampling,88,-0.153,-10.57,69
135,118,Will Claxton,99,-0.167,-14.351,86
136,142,Tim Herron,88,-0.174,-13.188,76
137,135,Jason Kokrak,79,-0.184,-12.709,69
138,140,Michael Bradley,63,-0.189,-10.374,55
139,141,John Merrick,83,-0.193,-13.925,72
140,134,Chris Kirk,93,-0.195,-16.611,85
141,150,Matt Bettencourt,80,-0.201,-12.073,60
142,143,Rickie Fowler,84,-0.202,-13.34,66
143,147,Billy Mayfair,90,-0.205,-15.991,78
144,137,Chez Reavie,83,-0.206,-13.57,66
145,151,Josh Teater,97,-0.209,-17.388,83
T146,138,Arjun Atwal,79,-0.217,-14.324,66
T146,146,Ángel Cabrera,54,-0.217,-8.033,37
148,149,Andres Romero,68,-0.223,-12.024,54
149,155,Robert Garrigus,89,-0.225,-16.613,74
150,148,Alexandre Rocha,62,-0.232,-11.584,50
151,133,Marco Dawson,60,-0.235,-10.788,46
152,144,Bill Lunde,83,-0.241,-16.132,67
153,139,Mathew Goggin,65,-0.242,-13.322,55
154,152,Stephen Gangluff,57,-0.243,-10.437,43
155,T153,Stephen Ames,54,-0.255,-9.934,39
T156,T153,Kevin Chappell,91,-0.262,-18.857,72
T156,156,Bobby Gates,87,-0.262,-19.929,76
158,157,Kevin Stadler,85,-0.263,-18.428,70
159,158,Graham DeLaet,79,-0.278,-19.707,71
160,159,Bubba Watson,68,-0.28,-14.301,51
161,160,Graeme McDowell,55,-0.282,-10.701,38
162,163,Sean O'Hair,84,-0.286,-21.736,76
163,161,Miguel Angel Carballo,73,-0.294,-16.753,57
164,170,Tom Pernice Jr.,62,-0.318,-16.513,52
165,166,Justin Leonard,79,-0.325,-22.1,68
166,165,Marc Leishman,84,-0.331,-25.169,76
167,162,Camilo Villegas,79,-0.343,-25.07,73
168,167,K.J. Choi,71,-0.344,-19.278,56
169,175,Cameron Beckman,81,-0.353,-24.355,69
170,168,Lee Westwood,60,-0.359,-14.374,40
171,164,Rory Sabbatini,84,-0.37,-26.604,72
172,178,Nick O'Hern,78,-0.392,-26.669,68
173,173,Vijay Singh,99,-0.404,-32.738,81
174,169,Scott Stallings,78,-0.405,-27.522,68
175,172,Greg Owen,90,-0.416,-32.064,77
176,181,Charlie Beljan,61,-0.421,-18.102,43
177,176,Chad Campbell,84,-0.425,-31.015,73
178,171,Robert Allenby,76,-0.428,-28.255,66
179,174,Scott Brown,65,-0.468,-23.853,51
180,179,Charley Hoffman,88,-0.48,-36.504,76
181,180,Ricky Barnes,92,-0.488,-40.006,82
182,177,Gary Woodland,70,-0.497,-26.356,53
183,183,Roland Thatcher,55,-0.514,-22.622,44
184,182,Robert Karlsson,54,-0.531,-21.765,41
185,184,Heath Slocum,93,-0.554,-41.536,75
186,185,D.J. Trahan,73,-0.579,-35.901,62
187,186,Kris Blanks,65,-0.608,-36.469,60
188,188,Scott Dunlap,57,-0.688,-31.655,46
189,187,Kyle Stanley,86,-0.797,-55.77,70
190,189,Boo Weekley,74,-1.055,-61.185,58
191,190,Kyle Thompson,51,-1.209,-44.749,37
