RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
89,90,Brandt Jobe,77,67.19,721,1073
90,91,Craig Barlow,95,67.18,870,1295
91,92,Cameron Beckman,86,67.16,779,1160
92,93,Harrison Frazar,88,67.15,795,1184
93,94,Per-Ulrik Johansson,96,67.14,891,1327
94,95,Joel Edwards,60,67.11,561,836
95,96,Kenichi Kuboya,91,67.08,821,1224
96,97,Shigeki Maruyama,87,66.97,797,1190
97,98,David Frost,80,66.94,739,1104
98,99,John Rollins,89,66.92,787,1176
99,100,Robert Gamez,114,66.9,1051,1571
100,101,J.J. Henry,100,66.82,892,1335
101,102,Michael Clark II,54,66.76,492,737
102,103,Brian Bateman,70,66.49,611,919
103,104,Jay Don Blake,77,66.34,684,1031
104,113,Bob Tway,89,66.19,787,1189
105,106,Kaname Yokoo,56,66.17,489,739
106,109,David Sutherland,77,66.1,661,1000
T107,110,Dudley Hart,66,66.08,600,908
T107,107,J.L. Lewis,99,66.08,894,1353
109,111,Stephen Ames,91,66.02,816,1236
110,105,Chris Riley,96,65.98,830,1258
111,114,Brian Gay,100,65.9,893,1355
112,115,Len Mattiace,94,65.82,857,1302
113,117,Scott Laycock,71,65.65,625,952
114,118,Bernhard Langer,65,65.58,585,892
115,119,Jay Haas,89,65.52,760,1160
116,116,Darren Clarke,61,65.34,494,756
117,112,Tim Herron,102,65.26,900,1379
118,121,Steve Flesch,110,65.25,965,1479
119,120,Chris Smith,92,65.16,838,1286
120,123,Jesper Parnevik,102,64.71,902,1394
121,122,Davis Love III,85,64.61,701,1085
122,124,Jonathan Byrd,101,64.54,912,1413
123,125,Pat Perez,95,64.48,824,1278
124,126,Shaun Micheel,97,64.41,845,1312
125,127,David Toms,90,64.22,727,1132
126,128,Kevin Sutherland,97,64.03,835,1304
127,129,Mark Calcavecchia,84,63.98,746,1166
128,130,Brian Henninger,56,63.8,497,779
129,131,Jonathan Kaye,91,63.66,783,1230
130,132,Mathew Goggin,90,63.52,754,1187
131,133,Mark O'Meara,69,63.48,584,920
132,134,Ian Leggatt,71,63.45,604,952
133,137,Vijay Singh,106,63.41,896,1413
134,135,Mike Weir,80,63.37,661,1043
135,136,Patrick Sheehan,101,63.25,864,1366
136,138,Thomas Levet,85,63.21,732,1158
137,139,Carl Pettersson,80,63.01,695,1103
138,140,Rory Sabbatini,95,62.91,816,1297
139,141,Paul Stankowski,67,62.89,588,935
140,142,"Dave Stockton, Jr.",79,62.87,667,1061
141,143,Steve Lowery,86,62.77,698,1112
142,144,Tiger Woods,74,62.71,597,952
143,145,Woody Austin,107,62.67,900,1436
144,146,Rich Beem,80,62.65,676,1079
145,147,Marco Dawson,86,62.47,724,1159
T146,148,Paul Gow,62,62.4,531,851
T146,151,Charles Howell III,120,62.4,1004,1609
148,149,Peter Lonard,96,62.34,783,1256
149,150,Steve Allan,53,62.28,416,668
150,152,Todd Fischer,97,62.23,822,1321
T151,T156,Lee Janzen,83,61.85,689,1114
T151,T156,Jason Buha,61,61.85,501,810
T151,T156,John Morgan,81,61.85,681,1101
154,153,K.J. Choi,112,61.75,896,1451
155,160,Mike Sposa,72,61.64,585,949
156,155,Stuart Appleby,90,61.6,733,1190
157,161,Neal Lancaster,110,61.59,909,1476
158,159,Retief Goosen,69,61.5,551,896
T159,T162,Anthony Painter,87,61.49,720,1171
T159,T162,Adam Scott,52,61.49,396,644
161,154,Ernie Els,65,61.31,515,840
162,164,Tom Pernice Jr.,105,61.24,869,1419
163,165,Deane Pappas,75,61.16,622,1017
164,166,Geoff Ogilvy,86,61.03,697,1142
165,167,Ben Crane,94,60.59,778,1284
166,168,Andrew Magee,91,60.54,744,1229
167,169,Paul Azinger,73,60.37,614,1017
168,170,Scott McCarron,86,60.3,682,1131
169,171,Billy Andrade,100,60.25,829,1376
170,172,Brent Geiberger,51,59.89,427,713
171,173,Andy Miller,75,59.81,625,1045
172,174,Brenden Pappas,105,59.69,847,1419
173,175,Vance Veazey,66,59.5,548,921
174,176,Greg Chalmers,98,59.49,787,1323
175,177,Carlos Franco,99,59.32,802,1352
176,178,Brad Faxon,97,59.27,777,1311
177,179,Stewart Cink,104,59.18,825,1394
178,180,Ty Tryon,52,58.1,398,685
179,181,Jason Caron,74,58.04,574,989
180,183,Fred Couples,71,57.54,538,935
181,184,Sergio Garcia,62,57.36,460,802
182,185,Todd Barranger,78,57.07,589,1032
183,186,Brett Quigley,92,57.02,690,1210
184,187,Jason Gore,83,56.6,652,1152
185,188,Craig Perks,82,56.28,623,1107
186,189,Aaron Baddeley,71,56.16,524,933
187,190,Hank Kuehne,73,51.54,503,976
188,191,John Daly,56,49.74,382,768
189,192,Phil Mickelson,87,48.96,539,1101
190,193,Steve Stricker,59,48.02,375,781
