RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
52,54,Jonathan Kaye,91,67.49,1069,1584,-0.26
T53,55,Brian Bateman,70,67.42,801,1188,-0.26
T53,58,Scott Verplank,97,67.42,1165,1728,-0.31
55,56,Cameron Beckman,86,67.34,1006,1494,-0.28
56,57,Rocco Mediate,80,67.32,921,1368,-0.26
57,61,Fred Funk,112,67.23,1319,1962,-0.25
58,59,Brenden Pappas,105,67.21,1234,1836,-0.31
59,60,Heath Slocum,101,67.18,1185,1764,-0.25
60,62,Bob Estes,92,67.09,1099,1638,-0.28
61,T63,Chris DiMarco,98,67.08,1123,1674,-0.32
62,T63,Peter Jacobsen,75,67.04,905,1350,-0.26
63,65,Neal Lancaster,110,66.98,1278,1908,-0.26
64,66,Mike Grob,83,66.94,976,1458,-0.25
65,67,Craig Barlow,95,66.85,1119,1674,-0.29
66,69,Alex Cejka,98,66.73,1093,1638,-0.26
T67,70,Robert Gamez,114,66.67,1356,2034,-0.32
T67,68,K.J. Choi,112,66.67,1248,1872,-0.26
69,71,Billy Mayfair,105,66.46,1256,1890,-0.25
70,83,Steve Flesch,110,66.35,1266,1908,-0.29
71,72,Carl Paulson,101,66.34,1206,1818,-0.28
72,73,Skip Kendall,110,66.31,1301,1962,-0.29
73,74,Glen Hnatiuk,92,66.29,1062,1602,-0.23
74,75,Brent Schwarzrock,60,66.28,680,1026,-0.25
75,76,Akio Sadakata,83,66.25,954,1440,-0.23
76,77,Olin Browne,113,66.21,1299,1962,-0.26
77,T78,Michael Clark II,54,66.14,631,954,-0.25
78,80,Sergio Garcia,62,66.08,678,1026,-0.26
79,81,Rod Pampling,87,66.06,975,1476,-0.31
80,82,Tommy Armour III,66,66.05,749,1134,-0.27
81,84,Aaron Barber,94,65.95,1104,1674,-0.26
82,T85,J.L. Lewis,99,65.92,1151,1746,-0.26
83,T85,J.P. Hayes,79,65.89,937,1422,-0.29
84,87,Esteban Toledo,109,65.88,1257,1908,-0.25
85,91,Mike Weir,80,65.85,889,1350,-0.31
86,88,Brett Quigley,92,65.84,1031,1566,-0.27
T87,T78,Tim Herron,102,65.82,1173,1782,-0.31
T87,89,Arron Oberholser,80,65.82,936,1422,-0.26
89,90,Kenneth Staton,59,65.79,675,1026,-0.22
T90,T92,Darron Stiles,93,65.72,1041,1584,-0.25
T90,T92,Cliff Kresge,102,65.72,1183,1800,-0.27
92,94,Tim Petrovic,108,65.59,1216,1854,-0.3
93,95,Per-Ulrik Johansson,96,65.56,1121,1710,-0.26
94,96,Luke Donald,88,65.47,1037,1584,-0.27
95,110,Stuart Appleby,90,65.36,1000,1530,-0.29
96,97,Donnie Hammond,92,65.26,1069,1638,-0.25
97,98,Jeff Maggert,81,65.23,951,1458,-0.27
98,99,Stewart Cink,104,65.22,1174,1800,-0.31
99,100,Dicky Pride,73,65.2,845,1296,-0.28
100,T111,Justin Leonard,80,65.04,878,1350,-0.31
101,101,Tim Clark,79,65.01,901,1386,-0.26
T102,T102,Hank Kuehne,73,65.0,819,1260,-0.32
T102,T102,Frank Lickliter II,94,65.0,1053,1620,-0.28
104,104,Mike Sposa,72,64.95,795,1224,-0.27
105,105,Patrick Sheehan,101,64.91,1145,1764,-0.29
106,106,Shigeki Maruyama,87,64.9,993,1530,-0.26
107,107,Paul Gow,62,64.85,712,1098,-0.25
T108,T108,Geoff Ogilvy,86,64.84,957,1476,-0.3
T108,T108,Phil Mickelson,87,64.84,922,1422,-0.32
110,T111,Steve Lowery,86,64.79,933,1440,-0.28
111,113,Brent Geiberger,51,64.71,594,918,-0.31
112,115,Lee Janzen,83,64.65,931,1440,-0.28
113,116,Jesper Parnevik,102,64.5,1161,1800,-0.28
T114,T117,Paul Goydos,86,64.46,963,1494,-0.3
T114,T117,Ben Curtis,69,64.46,789,1224,-0.23
116,119,Jay Williamson,93,64.41,1055,1638,-0.22
117,114,Jay Haas,89,64.39,962,1494,-0.29
118,120,Joel Edwards,60,64.35,695,1080,-0.23
119,121,Peter Lonard,96,64.26,1041,1620,-0.26
T120,T122,Jay Don Blake,77,64.19,855,1332,-0.25
T120,T122,Dudley Hart,66,64.19,751,1170,-0.27
122,124,Ben Crane,94,64.13,1062,1656,-0.29
123,125,Tom Pernice Jr.,105,64.11,1177,1836,-0.29
124,126,Billy Andrade,100,64.09,1142,1782,-0.28
125,127,Jason Buha,61,64.08,669,1044,-0.23
126,128,Mark Calcavecchia,84,64.02,968,1512,-0.3
127,129,Fred Couples,71,64.01,772,1206,-0.31
T128,T130,Garrett Willis,97,63.92,1093,1710,-0.28
T128,T130,Carl Pettersson,80,63.92,909,1422,-0.29
T130,T132,Richard Johnson,89,63.89,1012,1584,-0.26
T130,T132,Kenichi Kuboya,91,63.89,1012,1584,-0.26
132,134,John Daly,56,63.84,632,990,-0.28
T133,T135,Chris Anderson,96,63.8,1091,1710,-0.24
T133,T135,Matt Kuchar,63,63.8,689,1080,-0.23
135,137,Paul Azinger,73,63.77,838,1314,-0.24
136,138,Jonathan Byrd,101,63.75,1159,1818,-0.29
137,139,Rory Sabbatini,95,63.74,1067,1674,-0.27
138,140,Gene Sauers,87,63.73,975,1530,-0.22
T139,T149,Darren Clarke,61,63.68,619,972,-0.31
T139,141,Mark Wilson,82,63.68,917,1440,-0.23
141,142,Dean Wilson,82,63.65,928,1458,-0.27
142,143,Bob Burns,88,63.56,961,1512,-0.24
143,144,Notah Begay III,92,63.52,1029,1620,-0.25
144,145,Scott McCarron,86,63.51,926,1458,-0.31
145,146,Matt Gogel,77,63.5,823,1296,-0.28
146,147,Brad Elder,51,63.38,559,882,-0.21
147,148,John Maginnes,87,63.37,981,1548,-0.24
148,T149,Todd Fischer,97,63.33,1083,1710,-0.29
149,151,Scott Laycock,71,63.32,775,1224,-0.28
150,152,Robert Damron,96,63.31,1094,1728,-0.23
151,153,David Frost,80,63.29,900,1422,-0.3
T152,T154,Loren Roberts,87,63.2,967,1530,-0.27
T152,T154,Rich Beem,80,63.2,876,1386,-0.26
154,162,Nick Price,65,63.17,705,1116,-0.27
155,156,Craig Perks,82,63.15,898,1422,-0.26
156,157,Tom Byrum,97,63.14,1091,1728,-0.25
157,158,Jim Carter,95,63.1,1045,1656,-0.23
158,159,Doug Barron,90,63.01,998,1584,-0.24
159,160,Pat Perez,95,62.86,1041,1656,-0.26
160,163,Brad Faxon,97,62.65,1060,1692,-0.27
161,161,Brian Henninger,56,62.6,631,1008,-0.26
162,164,"Dave Stockton, Jr.",79,62.5,855,1368,-0.26
163,165,Brian Gay,100,62.49,1091,1746,-0.27
164,166,John Morgan,81,62.45,888,1422,-0.25
165,167,Vance Veazey,66,62.37,741,1188,-0.26
166,168,Bernhard Langer,65,62.33,718,1152,-0.23
167,169,Steve Allan,53,62.27,538,864,-0.25
168,170,Adam Scott,52,62.08,514,828,-0.25
169,171,John Rollins,89,61.84,935,1512,-0.3
170,172,Deane Pappas,75,61.72,811,1314,-0.32
171,173,Andy Miller,75,61.7,833,1350,-0.29
172,174,Mark Brooks,90,61.69,955,1548,-0.26
173,175,Jason Caron,74,61.66,788,1278,-0.24
174,176,Greg Chalmers,98,61.58,1053,1710,-0.31
175,177,Steven Alker,87,61.57,931,1512,-0.21
176,180,Chris Riley,96,61.54,997,1620,-0.28
177,178,Len Mattiace,94,61.47,1029,1674,-0.26
178,179,Corey Pavin,88,61.44,940,1530,-0.24
179,181,Mark O'Meara,69,60.69,721,1188,-0.24
180,182,Todd Barranger,78,60.66,808,1332,-0.26
181,183,Jason Gore,83,60.64,906,1494,-0.3
182,184,Anthony Painter,87,60.58,916,1512,-0.25
183,185,Aaron Baddeley,71,60.53,730,1206,-0.33
184,186,José Coceres,62,60.48,675,1116,-0.25
185,187,Kaname Yokoo,56,60.06,573,954,-0.25
186,188,Steve Stricker,59,59.92,604,1008,-0.26
187,189,Gavin Coles,69,59.85,711,1188,-0.18
188,190,Jeff Klein,60,59.16,607,1026,-0.18
189,192,Ty Tryon,52,58.62,517,882,-0.25
190,193,Cameron Yancey,58,58.59,580,990,-0.26
