RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR OR BETTER,MISSED GIR
T84,T86,Richy Werenski,89,60.31,307,509
T84,T86,Kramer Hickok,79,60.31,275,456
86,88,José de Jesús Rodríguez,67,60.29,252,418
T87,T89,Andrew Landry,80,60.27,264,438
T87,T89,Talor Gooch,54,60.27,176,292
89,91,Cam Davis,76,60.25,244,405
90,92,Brian Harman,91,60.1,345,574
91,94,Sung Kang,86,59.96,307,512
92,95,Scott Langley,78,59.88,303,506
93,96,Kevin Streelman,83,59.86,264,441
94,97,Ian Poulter,65,59.83,207,346
95,70,Adam Scott,63,59.82,204,341
96,98,Chris Stroud,70,59.81,247,413
97,99,Jonas Blixt,82,59.75,285,477
98,93,Chez Reavie,99,59.7,317,531
99,100,Alex Cejka,58,59.69,191,320
100,101,Chesson Hadley,76,59.66,281,471
101,82,Jon Rahm,75,59.63,226,379
T102,T102,Sam Burns,80,59.6,295,495
T102,T102,Jason Day,69,59.6,208,349
104,104,Anirban Lahiri,73,59.57,274,460
105,105,J.J. Spaun,90,59.53,278,467
106,106,Ben Silverman,70,59.51,244,410
107,107,Nick Watney,87,59.49,279,469
108,108,Curtis Luck,65,59.4,237,399
109,109,Ryan Palmer,74,59.31,223,376
T110,T110,Sam Saunders,78,59.28,278,469
T110,T110,Byeong Hun An,80,59.28,265,447
112,T112,Josh Teater,73,59.27,211,356
113,114,Andrew Putnam,81,59.23,276,466
114,115,Tom Hoge,98,59.21,328,554
115,116,Ryan Moore,74,59.2,251,424
116,117,Rafa Cabrera Bello,71,59.16,268,453
117,118,Keegan Bradley,89,59.14,275,465
118,119,Danny Lee,83,58.97,286,485
119,120,Carlos Ortiz,84,58.95,280,475
120,121,Kyle Jones,72,58.91,238,404
121,122,Roger Sloan,88,58.9,311,528
122,123,Sangmoon Bae,60,58.89,202,343
123,124,Kevin Na,65,58.85,226,384
124,125,Troy Merritt,69,58.77,201,342
125,126,Danny Willett,63,58.75,225,383
126,127,Adam Long,76,58.74,279,475
127,128,Peter Uihlein,84,58.7,280,477
128,134,Paul Casey,79,58.67,230,392
T129,T129,Kyle Stanley,81,58.65,261,445
T129,T129,Dominic Bozzelli,73,58.65,234,399
131,132,David Hearn,55,58.55,161,275
132,133,Scott Stallings,82,58.46,273,467
133,135,Max Homa,82,58.37,293,502
134,136,Sebastián Muñoz,86,58.21,266,457
135,137,Brice Garnett,87,58.15,271,466
136,138,Trey Mullinax,77,58.08,248,427
137,139,Brady Schnell,53,57.98,189,326
138,T112,Dustin Johnson,73,57.93,241,416
139,140,Patton Kizzire,76,57.92,278,480
140,141,Johnson Wagner,64,57.91,172,297
T141,T142,Chase Wright,75,57.79,230,398
T141,T142,Jim Knous,57,57.79,178,308
143,144,K.H. Lee,92,57.67,282,489
144,145,Adam Hadwin,86,57.62,276,479
T145,T147,Jhonattan Vegas,75,57.54,229,398
T145,T147,Tyler Duncan,89,57.54,271,471
147,149,J.B. Holmes,78,57.5,253,440
148,146,Gary Woodland,87,57.48,269,468
149,150,Joel Dahmen,100,57.39,330,575
150,151,Bubba Watson,65,57.35,199,347
151,152,Keith Mitchell,86,57.17,279,488
T152,T153,Matt Fitzpatrick,54,57.1,189,331
T152,T153,Patrick Rodgers,55,57.1,185,324
154,155,Austin Cook,68,56.96,225,395
155,156,Ollie Schniederjans,77,56.89,285,501
156,157,Bronson Burgoon,59,56.78,180,317
157,158,Martin Trainer,63,56.68,246,434
158,160,Kelly Kraft,87,56.57,310,548
159,161,Hank Lebioda,76,56.44,219,388
160,162,Freddie Jacobson,53,56.21,190,338
161,163,Beau Hossler,87,56.19,277,493
162,159,Corey Conners,90,56.12,234,417
163,165,Brendan Steele,68,55.82,187,335
164,166,Whee Kim,73,55.71,234,420
165,167,Rod Pampling,56,55.49,187,337
166,168,Jim Herman,52,55.48,162,292
167,169,Alex Noren,63,55.47,208,375
168,170,Sergio Garcia,53,55.33,161,291
169,171,Branden Grace,76,55.18,229,415
T170,T172,Emiliano Grillo,85,55.13,242,439
T170,T172,Hudson Swafford,59,55.13,188,341
172,174,Hunter Mahan,59,54.9,185,337
173,T175,Jason Dufner,74,54.88,208,379
T174,T177,John Chin,58,54.61,166,304
T174,T177,Sepp Straka,78,54.61,219,401
176,179,Luke List,66,54.59,214,392
177,180,Tyrrell Hatton,62,54.55,192,352
178,181,"Ted Potter, Jr.",73,54.42,234,430
179,182,Charley Hoffman,74,54.27,229,422
180,183,Phil Mickelson,63,54.26,210,387
181,184,Seth Reeves,73,54.25,217,400
182,186,Brandon Harkins,91,53.0,256,483
183,187,Alex Prugh,77,52.88,193,365
184,188,Cody Gribble,74,52.63,240,456
185,189,Cameron Champ,78,52.14,219,420
186,190,Aaron Wise,72,52.05,203,390
187,191,Satoshi Kodaira,67,51.67,217,420
188,192,Michael Kim,61,51.18,217,424
