RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
126,129,Marco Dawson,87,61.17,742,1213
127,130,Bob Tway,81,61.16,666,1089
128,131,Brandt Jobe,91,61.12,750,1227
T129,T132,Woody Austin,107,61.11,910,1489
T129,T132,Sergio Garcia,59,61.11,473,774
131,134,Ian Leggatt,80,61.1,647,1059
132,139,Carl Pettersson,95,61.01,795,1303
133,135,Michael Connell,51,60.99,408,669
134,136,Chris Couch,75,60.98,636,1043
135,137,Tom Lehman,70,60.96,509,835
136,138,Harrison Frazar,95,60.94,774,1270
137,140,Aaron Baddeley,78,60.73,645,1062
138,141,Bo Van Pelt,102,60.72,864,1423
139,142,Tiger Woods,55,60.71,442,728
140,145,Danny Ellis,68,60.58,541,893
141,144,Rod Pampling,89,60.46,708,1171
142,148,J.J. Henry,96,60.03,778,1296
143,150,Jason Gore,86,59.95,705,1176
144,143,Davis Love III,85,59.89,636,1062
145,151,Matt Hansen,68,59.85,550,919
146,152,Brian Bateman,69,59.78,541,905
147,146,Chad Campbell,91,59.77,725,1213
148,147,Stewart Cink,93,59.72,731,1224
149,153,José María Olazábal,62,59.68,484,811
150,149,Stuart Appleby,83,59.62,651,1092
151,154,Troy Matteson,101,59.45,837,1408
152,155,Jason Schultz,77,59.43,621,1045
153,158,Vijay Singh,103,59.4,831,1399
T154,T156,Kris Cox,83,59.31,669,1128
T154,T156,Pat Perez,50,59.31,414,698
156,160,Hidemichi Tanaka,74,58.88,600,1019
157,159,Brett Quigley,109,58.85,861,1463
158,161,John Huston,74,58.74,588,1001
159,162,Ryuji Imada,105,58.62,833,1421
160,163,Phil Mickelson,74,58.61,565,964
T161,T164,Tim Herron,82,58.28,658,1129
T161,T164,Jeff Overton,95,58.28,757,1299
163,167,Dudley Hart,83,58.13,672,1156
164,168,"John Engler, Jr.",69,58.07,543,935
165,169,Camilo Villegas,95,58.06,753,1297
166,170,Craig Barlow,77,58.04,592,1020
T167,T171,Charley Hoffman,100,58.01,793,1367
T167,T171,Michael Allen,84,58.01,681,1174
169,173,"Wes Short, Jr.",96,57.78,761,1317
170,174,Bill Haas,99,57.71,771,1336
171,166,Ernie Els,69,57.62,514,892
172,176,Vance Veazey,59,57.58,475,825
173,177,Brad Faxon,78,57.56,628,1091
174,178,Roger Tambellini,64,57.53,489,850
175,179,Mark O'Meara,52,57.35,398,694
176,175,Retief Goosen,68,57.28,480,838
177,180,Robert Garrigus,85,57.25,663,1158
178,181,Jon Mills,68,57.05,526,922
179,182,Daniel Chopra,110,56.77,847,1492
180,183,Len Mattiace,59,56.71,465,820
181,184,Rory Sabbatini,84,56.49,653,1156
T182,T185,Lee Janzen,79,56.39,618,1096
T182,T185,Charles Howell III,96,56.39,732,1298
184,187,Todd Hamilton,72,56.32,566,1005
185,188,Carlos Franco,86,55.71,668,1199
186,189,Fred Couples,52,54.36,380,699
187,190,J.B. Holmes,81,54.13,583,1077
188,191,Tag Ridings,103,54.1,752,1390
189,192,Greg Chalmers,71,53.9,504,935
190,194,John Daly,51,52.48,360,686
191,195,Bubba Watson,83,51.5,566,1099
192,196,Alex Aragon,63,51.12,435,851
193,197,David Duval,71,51.09,493,965
194,198,Ryan Hietala,61,51.03,420,823
195,199,James Driscoll,80,50.54,564,1116
196,200,Jimmy Walker,60,49.75,402,808
